20:26:29: 自动让小蜜蜂×1 去采蜜
20:26:29: NCHiveWork:235-254 
13:37:23: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:37:23: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:37:22: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:37:22: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:37:21: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:37:21: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:35:27: 牧场发包错误屋里凡凡2号
13:35:26: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:26: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:25: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:25: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:24: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:24: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:23: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:23: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:22: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:22: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:21: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:21: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:20: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:20: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:19: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:19: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/query?act=2020001&g_tk=340142431--
13:35:19: 牧场发包错误屋里凡凡2号
13:35:18: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:18: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:17: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:17: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:16: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:16: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:16: 农场发包错误屋里凡凡2号
13:35:16: 农场发包错误:
13:35:16: 农场发包错误:NCFishPiece
13:35:16: NCFishPiece:2047-402 
13:35:15: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:15: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:15: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:15: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:14: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:14: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:14: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:14: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:14: NCFishPiece:2031-402 
13:35:13: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:13: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:13: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:13: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:12: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:12: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:12: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:12: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:12: NCFishPiece:2031-402 
13:35:11: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:11: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:11: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
13:35:11: 牧场发包错误屋里凡凡2号
13:35:11: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:10: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:10: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:10: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:10: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:10: NCFishPiece:2047-402 
13:35:09: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:09: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:09: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:09: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:08: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:08: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:08: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:08: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_piece?act=index&g_tk=340142431--
13:35:08: 农场发包错误屋里凡凡2号
13:35:08: 农场发包错误:
13:35:08: 农场发包错误:MyFish
13:35:08: MyFish:2031-402 
13:35:07: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:07: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:07: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:07: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:06: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:06: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:06: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:06: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:06: MyFish:2032-402 
13:35:05: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:05: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:05: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:05: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:04: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:04: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:04: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:04: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:04: MyFish:2046-402 
13:35:03: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:03: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:02: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=rank&g_tk=340142431--
13:35:02: 牧场发包错误屋里凡凡2号
13:35:02: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:02: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:35:02: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:01: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:35:01: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:01: MyFish:2032-402 
13:35:01: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:35:01: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:00: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:35:00: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:35:00: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:35:00: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:34:59: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:59: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_fish_index?g_tk=340142431--
13:34:59: GetMyFarm:2031-402 
13:34:59: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:59: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
13:34:58: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:58: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
13:34:58: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:58: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
13:34:57: 自动休息
13:34:57: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:57: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
13:34:57: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:56: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:56: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:55: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:55: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:54: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_bird_index?act=index&g_tk=340142431--
13:34:54: 牧场发包错误屋里凡凡2号
13:34:54: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:53: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:53: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:52: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:52: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:51: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:51: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:50: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:50: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:49: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:49: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:48: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:48: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:47: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:47: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:46: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_high_animal_index?g_tk=340142431--
13:34:46: 牧场发包错误屋里凡凡2号
13:34:46: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:45: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:45: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:44: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:44: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:43: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:43: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:42: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:42: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:41: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:41: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:40: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:40: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:39: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:39: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:38: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=340142431--
13:34:38: 牧场发包错误屋里凡凡2号
13:34:38: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:37: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:36: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:36: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:35: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:35: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:34: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:34: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:33: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:33: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:32: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:32: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:31: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:31: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:30: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:30: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_feed_food?g_tk=340142431--
13:34:30: 牧场发包错误屋里凡凡2号
13:34:29: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:29: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:28: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:28: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:27: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:27: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:26: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:26: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:25: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:25: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:24: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:24: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:23: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:23: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:22: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:22: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_get_package?g_tk=340142431--
13:34:21: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:34:21: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:34:20: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:34:20: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=340142431--
13:26:59: GetMyFarm:500-402 13:26:59
13:20:17: GetHelp:250-251 
13:20:17: 农场小手
13:15:59: GetMyFarm:250-271 13:15:59
13:05:31: NCOrderHome:235-244 
13:05:30: 刷新 [固定订单] 成功
13:05:30: NCOrderCancel:266-253 
13:05:17: GetHelp:234-240 
13:05:17: 农场小手
13:05:15: NCJZMyJoin:235-246 
13:05:15: NCJZHome:265-258 
13:05:14: NCJZMyJoin:250-252 
13:05:12: NCJZHome:250-255 
13:05:12: NCNewLandHome:266-261 
13:05:11: NCXTHome:266-257 
13:05:10: {"code":0,"direction":"加工坊开启需农场等级达到56级及评级系统为省级以上","ecode":-109} farmTime=1563253510,farmKey=9bab93ab2b30b1d6ebc19cf23567b407,farmKey2=a27af712c316773be2e26de9f55bb4a7,uIdx=2937780336,uinY=2937059067,ownerId=2937780336,uinX=2937059067,uid=2937780336
13:05:10: NCWorkHome:266-249 
13:05:09: NCHiveHome:1375-233 
13:05:07: NCGetWish:218-233 
13:05:06: NCFuseHome:219-248 
13:05:05: NCMPHome:672-278 
13:05:03: NCQTShopHome:250-278 
13:05:02: NCQTOrderHome:250-307 
13:05:01: NCQTHome:469-364 
13:05:01: NCFishPiece:235-260 
13:05:01: 送【宝箱炸弹】
13:05:01: NCSendBound:313-285 
13:05:00: NCOrderHome:234-257 
13:05:00: NCGetBound:313-280 
13:04:59: MyFish:235-247 
13:04:59: GetMyFarm:234-259 13:04:59
13:04:05: GetMyFarm:250-245 13:04:05
13:04:04: GetBag:219-240 
13:04:03: NCBag:234-262 
13:04:03: 在[7]号地种植 [肉豆蔻] 经验+0
13:04:02: Planting:313-290 
13:04:01: 在[7]号地翻地 经验+3
13:04:01: Scarify:297-268 
13:04:00: NCCheckBooksList:235-239 
13:03:59: NCMyHistory:250-243 
13:03:58: GetStorage:235-237 
13:03:57: GetStorage:219-240 
13:03:56: 在[7]号地收获 [玉米] ×16 经验+19 金币+368
13:03:56: Harvest:266-262 
13:03:56: GetMyFarm:282-258 13:03:56
13:03:55: 触发自家刷新:Growing-2019/7/16 13:03:55
13:03:17: 总计好友：5个
13:03:17: 读取校友好友：0个（校友已关停，无法读取）
13:03:17: 读取空间好友：5个
13:03:17: GetFriend:219-234 
13:03:16: 刷新好友列表信息
13:03:16: NCInvitList:219-249 
13:03:15: 自动校验服务器时间
12:56:59: GetMyFarm:250-280 12:56:59
12:50:16: GetHelp:250-262 
12:50:16: 农场小手
12:45:59: GetMyFarm:250-301 12:45:59
12:35:27: 申请加入【QQHelp】家族成功，等待审批
12:35:27: NCJZJoin:265-252 
12:35:27: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251727,farmKey=90ec1ed95079a58dbc325c2210175281,farmKey2=e598b9adf21cf615486b9b38157061a2,uIdx=2937780336,uinY=2937059067,id=12523
12:35:27: NCJZJoin:234-239 
12:35:26: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251726,farmKey=4ff9272be204f3758498b1518c790828,farmKey2=b88374fae4307e135e337962d4bb66d8,uIdx=2937780336,uinY=2937059067,id=13058
12:35:26: NCJZJoin:234-244 
12:35:25: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251725,farmKey=dba2bc24e88cc3ba8fe6e70738d0455a,farmKey2=3d474f90e9a72fa8aea97784001b240c,uIdx=2937780336,uinY=2937059067,id=11485
12:35:25: NCJZJoin:250-255 
12:35:24: NCJZMyJoin:250-261 
12:35:23: NCJZHome:282-272 
12:35:22: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251722,farmKey=92a3fb59a0a49ccaf48e19f1e870045c,farmKey2=da73d4e58fa3809def598d24e979fd2c,uIdx=2937780336,uinY=2937059067,id=11549
12:35:22: NCJZJoin:266-262 
12:35:21: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251721,farmKey=e8bf911e146e7858409fec936503c2c5,farmKey2=14d1db53d3c609dc9b71978f9c3079b2,uIdx=2937780336,uinY=2937059067,id=12072
12:35:21: NCJZJoin:250-258 
12:35:20: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251721,farmKey=e8bf911e146e7858409fec936503c2c5,farmKey2=14d1db53d3c609dc9b71978f9c3079b2,uIdx=2937780336,uinY=2937059067,id=12258
12:35:20: NCJZJoin:266-266 
12:35:20: {"direction":"已达到此公会申请上限~","ecode":-10} farmTime=1563251720,farmKey=d0af4636c81e0e530734aeb14ea53c5b,farmKey2=2a4c80820f305bb86f11045f0dfb9a97,uIdx=2937780336,uinY=2937059067,id=12403
12:35:20: NCJZJoin:266-266 
12:35:19: NCJZMyJoin:250-266 
12:35:17: NCJZHome:282-282 
12:35:17: NCNewLandHome:312-282 
12:35:16: GetHelp:250-253 
12:35:15: 农场小手
12:35:15: NCXTHome:250-257 
12:35:14: {"code":0,"direction":"加工坊开启需农场等级达到56级及评级系统为省级以上","ecode":-109} farmTime=1563251715,farmKey=46d36b5b58dab7faaf2c6a764791dfab,farmKey2=f7701f029a177408f37f202c147f2a63,uIdx=2937780336,uinY=2937059067,ownerId=2937780336,uinX=2937059067,uid=2937780336
12:35:14: NCWorkHome:235-264 
12:35:13: NCHiveHome:235-293 
12:35:13: NCGetWish:468-351 
12:35:11: NCFuseHome:203-235 
12:35:10: NCMPHome:2344-267 
12:35:07: [深海探险] 在商店购买 中级零件×5  金币-250
12:35:07: NCQTShopBuy:1265-267 
12:35:05: NCQTShopHome:265-267 
12:35:04: NCQTOrderHome:265-269 
12:35:02: NCQTHome:313-274 
12:35:01: NCOrderHome:235-236 
12:35:00: NCFishPiece:234-237 
12:34:59: MyFish:235-240 
12:34:59: NCGetBound:235-246 
12:34:59: GetMyFarm:234-257 12:34:59
12:27:30: GetMyFarm:281-312 12:27:30
12:23:07: MyFish:六两:7860-344 
12:22:59: 正在重新读取 [六两] 的渔场
12:20:15: GetHelp:234-344 
12:20:15: 农场小手
12:16:30: GetMyFarm:1391-316 12:16:30
12:05:29: GetMyFarm:1344-250 12:05:29
12:05:28: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=340142431--
12:05:27: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_pasture_sprite?act=index&g_tk=340142431--
